Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
15,420	0,55	0,02	0,53
15,440	0,55	0,03	0,65
15,460	0,55	0,05	0,54
15,480	0,55	0,05	0,53
15,500	0,55	0,07	0,65
15,520	0,55	0,08	0,55
15,540	0,55	0,09	0,43
15,560	0,55	0,10	0,41
15,580	0,56	0,11	0,65
15,600	0,56	0,12	0,56
15,620	0,56	0,13	0,20
15,640	0,56	0,13	0,43
15,660	0,57	0,15	0,45
15,680	0,57	0,15	0,12
15,700	0,57	0,15	1,40
15,720	0,57	0,21	1,71
15,740	0,58	0,22	-2,35
15,760	0,58	0,11	-2,80
15,780	0,58	0,11	1,29
15,800	0,59	0,16	2,79
15,820	0,59	0,22	1,69
15,840	0,60	0,23	-0,60
15,860	0,60	0,19	-1,18
15,880	0,60	0,18	-1,20
15,900	0,61	0,15	-1,07
15,920	0,61	0,14	0,23
15,940	0,61	0,16	0,05
15,960	0,62	0,14	-0,56
15,980	0,62	0,13	-0,32
16,000	0,62	0,13	-0,32
16,020	0,62	0,12	-0,31
16,040	0,63	0,12	-0,43
16,060	0,63	0,10	-0,43
16,080	0,63	0,10	-0,38
16,100	0,63	0,09	-1,01
